UC_SEQ,MAIN_TITLE,GUGUN_NM,LAT,LNG,PLACE,TITLE,SUBTITLE,ADDR1,ADDR2,CNTCT_TEL,HOMEPAGE_URL,USAGE_DAY_WEEK_AND_TIME,RPRSNTV_MENU,MAIN_IMG_NORMAL,MAIN_IMG_THUMB,ITEMCNTNTS
1466,보리종파티세리 본점,금정구,35.233204,129.09138,보리종파티세리 본점,보리종파티세리 본점,,금정구 중앙대로 1667 1층,,051-513-5200,,월-일 : 08:30-22:00,"소금빵, 단호박무화과 바스켓",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601212247424_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601212247424_thumbL,"맛있고도 건강한 빵을 연구하는 이곳은 버터향 가득한 소금빵이 바삭하고 쫄깃한 식감으로 인기 있으며, 대표메뉴인 천연발효종 유럽빵과 통밀 건강빵이 다양한 종류로 준비되어 있다
"
1467,바우노바,중구,35.099163,129.03558,바우노바,바우노바,,중구 광복로 97번길 6,,051-253-3757,,"월-금 : 07:30-21:30
토-일 : 11:00-21:00
(라스트오더 20:30)","아메리카노, 카페라떼",https://www.visitbusan.net/uploadImgs/files/cntnts/20240419095023870_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419095023870_thumbL,"다양한 원두를 사용하며 하루에도 3~4번씩 원두를 바꾼다는 이곳에선 워터소믈리에, SCA 커피 감별사 자격을 보유한 바리스타가 나에게 맞는 커피를 찾아준다. 외국인을 포함한 단골손님이 많은 카페다.
"
1802,토북베이커리,강서구,35.11187,128.87785,토북베이커리,토북베이커리,,강서구 낙동남로 526-1 토북베이커리카페,,0507-1371-0250,,"10:00-22:00 연중무휴
(21:40 라스트오더)","시그니처 토끼거북이 커피(브루잉 아메리카노), 소금빵 2개",https://www.visitbusan.net/uploadImgs/files/cntnts/20240415173022243_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240415173022243_thumbL,"넓은 한옥 인테리어의 카페로 대한민국 제과제빵명장 ‘김덕규 베이커리’를 함께 즐길 수 있다. 
한옥과 어우러진 마당을 바라보며 사계절을 아름답게 바라볼 수 있는 매력적인 장소다.
"
1803,카페호밀,금정구,35.22877,129.07726,카페호밀,카페호밀,,금정구 금샘로 34,,0507-1337-0234,,"수-토 10:30-18:00
일 10:30-17:00","소금빵, 잠봉뵈르샌드위치",https://www.visitbusan.net/uploadImgs/files/cntnts/20240416104638891_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240416104638891_thumbL,"유기농 밀가루와 천연발효종인 르방을 사용하여 빵을 만들고 있는 곳으로 프랑스 발효 버터와 100% 동물성 생크림, 마다가스카르 바닐라빈, 동물복지 유정란을 사용해 당일 만들어서 당일 판매하고 있다.
"
1815,칙투칙,동래구,35.192467,129.10147,칙투칙,칙투칙,,동래구 온천천로 441번길 17,,051-531-1005,,12:00-19:00,"헤이즐넛 뉴 오페라 ￦8,800
스트로베리 마스카포네 ￦9,300",https://www.visitbusan.net/uploadImgs/files/cntnts/20240417110222327_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240417110222327_thumbL,"영국에서 공부하고 활동한 파티시에 동생과 플로리스트 언니가 오픈한 공간이다. 
좋은 재료로 계절의 맛을 담아 디저트를 준비하고 사랑하는 사람들과 꼭 함께하고 싶은 공간을 가꾸고 있다.
"
1816,프랑스 과자점  브리앙,동래구,35.221756,129.08356,프랑스 과자점 브리앙,프랑스 과자점 브리앙,,동래구 온천장로 119번길 26 1층,,0507-1342-5709,,"12:00-17:00
제품소진 시","브리앙컬렉션 ￦20,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20240417113010113_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240417113010113_thumbL,"봉식당 1층에 자리한 전통 프랑스과자점으로 유명 파티시에의 가게인 이곳은 특별한 플래이버를 지닌 전통 프랑스과자들을 만날 수 있는 곳이다.
"
1819,베르크로스터스,부산진구,35.152615,129.06628,베르크로스터스,베르크로스터스,,부산진구 서전로58번길 115 1층-2층,,051-817-2111,,10:00-18:30,"에스프레소 ￦5,000
테이스팅세트 ￦7,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20240417134640835_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240417134640835_thumbL,"베르크로스터스의 스페셜티 로스터리 쇼룸, 다양한 원두를 에스프레소에서 필터커피까지 만나볼 수 있는 곳으로 원두정보 및 안내, 구매, 브랜드 굿즈까지 만나볼 수 있다.
"
1831,무슈뱅상,수영구,35.146374,129.11293,무슈뱅상,무슈뱅상,,수영구 광남로 48번길 19,,051-625-1125,,11:00-16:20 빵 소진시 마감,"바통(인당 5개 구매제한), 바게트",https://www.visitbusan.net/uploadImgs/files/cntnts/20240418112726853_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418112726853_thumbL,"프랑스산 밀가루와 천연발효종인 르방을 사용하여 빵을 만드는 이곳은 20년간 빵을 만들어온 오너가 혼자서 운영하고 있는 가게이다. 오픈런이 필수인 유명한 곳.
"
1838,그리다부부,중구,35.102577,129.03072,그리다부부,그리다부부,,중구 광복중앙로 35-1 1층,,010-7516-0484,,11:00-22:00,"RI 드립커피 ￦6,500
시나몬 아일랜드 라떼 ￦7,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20240419090634454_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419090634454_thumbL,"행복한 공간을 추구하는 부부의 취향이 온전히담긴 감성적인 카페로 직접 로스팅한 ‘강배전 스페셜티 커피’와 함께 행복한 기분을 느낄 수 있도록 세심하게 구성된 공간이다.
"
1840,연경재,중구,35.10035,129.03592,연경재,연경재,,중구 중앙대로 29번길 6,,0507-1412-5753,,"08:30-21:30
(21:00 라스트오더)","7:01 AM Blend(시그니처 블렌드) 아메리카노 ￦5,500
달항아리(Dal Hangari) ￦8,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20240419110121584_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419110121584_thumbL,"창립자가 직접 디자인한 건물과 시간과 공간, 문화의 어우러짐을 표현한 철학이 느껴지는 공간이 특색 있다. 
카페음료뿐 아니라 국내 각지의 좋은 차와 음료 재료를 발굴 개발하고 있는 곳.
"
1845,비비비당,해운대구,35.16249,129.18504,비비비당,비비비당,,"해운대구 달맞이길 239-16, 4층",,051-746-0705,,"월-금 10:30-21:30
(21:00 라스트오더) 
토-일 10:30-22:00
(21:30 라스트오더) ","말차 ￦15,000
단호박빙수 ￦13,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20240419155611699_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419155611699_thumbL,"고려청자, 조선백자와 같은 골동 다기들을 사용해서 오래 전 감성을 느낄 수 있는 한국전통찻집으로 차와 함께하는 시간을 통해 일상에서의 작은 여유를 선물하는 곳이다.
"
2354,보느파티쓰리,연제구,35.19527,129.07895,보느파티쓰리,보느파티쓰리,,"연제구 교대로 7, 2층",,051-502-2451,,11:30-19:00,"계절디저트 ￦9,500-12,000
까늘레 ￦2,900",https://www.visitbusan.net/uploadImgs/files/cntnts/20250408123831370_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408123831370_thumbL,"프랑스 르 꼬르동 블루를 졸업하고, 호텔 샹그릴라 파리, 호텔리츠 파리 등 14년간 파리에서 활동한 김지연 파티시에의 디저트가게로 프랑스제과가 기초가 된 프랑스디저트 전문점이다.
"
2358,데일리럭키,수영구,35.153927,129.11264,데일리럭키,데일리럭키,,수영구 수영로 540번길 7,,0507-1330-1707,,07:00-20:00,"이탈리안햄치즈샌드 ￦9,200
당근라페 샌드위치 ￦8,700",https://www.visitbusan.net/uploadImgs/files/cntnts/20250408132244401_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408132244401_thumbL,"유기농 밀과 토종 밀로 사워도우 식사빵을 만들고 있는 곳으로 이 포근하고 기분좋은 공간은 매일 아침 7시부터 사워도우 빵과 샌드위치 그리고 따뜻한 수프와 함께 문을 연다.
"
2371,연화제과,부산진구,35.179752,129.04688,연화제과,연화제과,,부산진구 새싹로 265번길 12,,0507-1415-4191,,11:00-18:00,"케이크(가격변동) 계절마다 변동
구움과자(가격변동) 달마다 조금씩 변동",https://www.visitbusan.net/uploadImgs/files/cntnts/20250507155421924_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20250507155421924_thumbL,"조용하고 정갈한 공간에서, 건강하고 좋은 재료를 사용하여 만드는 디저트를 만날 수 있는 곳으로, 제철과일과 채소를 이용한 케이크와 구움과자를 만들고 있는 곳이다.
"
2386,히떼로스터리 전포점,부산진구,35.15574,129.06819,히떼로스터리 전포점,히떼로스터리 전포점,,부산진구 동성로 59 2층,,070-7607-7060,,10:00-20:00,"필터커피 ￦6,000
카페라떼 ￦5,500",https://www.visitbusan.net/uploadImgs/files/cntnts/20250523164409148_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20250523164409148_thumbL,"공간도 커피도 마지막까지 편안하고 부드러운 것을 지향하는 이곳은 밸런스 좋고 여운이 깔끔한 커피를 완성하는 것에 가장 많은 시간과 노력을 기울인다고 한다.
"
72,만호갈미샤브샤브,강서구,35.101425,128.92914,만호갈미샤브샤브,만호갈미샤브샤브,,강서구 르노삼성대로 602,,051-271-4389,,"화~금 11:00-15:30 / 17:00-21:30 
(20:30 라스트오더)
주말 11:00-21:30 
(20:30 라스트오더)","갈미샤브샤브 ￦50,000-80,000
갈미조개삼겹살 ￦50,000-80,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20250515120924874_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20250515120924874_thumbL,"샤브샤브, 수육, 구이 등 다양한 방식으로 갈미조개를 요리하는 갈미조개 전문 식당. 국물이 맛있기로 유명한 이곳은 갈미샤브샤브와 갈미수육이 대표메뉴이다.
"
83,부흥식당,영도구,35.085815,129.04071,부흥식당,부흥식당,,영도구 절영로 104,,051-417-0227,,11:00-19:00,"자리돔회 ￦30,000
자리돔물회 ￦12,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20240418142402873_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418142402873_thumbL,"영도의 유명한 제주 자리돔전문점으로 싱싱한 자리돔과 직접 만든 양념장의 맛이 무척 잘 어울린다.
당일 판매 할 수 있는 한정된 양만 판매하고 있는 이곳은 제주갈치 요리로도 유명하다.
"
92,원조할매집,부산진구,35.142147,129.06017,원조할매집,원조할매집,,부산진구 골드테마길 10,,051-643-5037,,10:00-20:50,"낙곱새(낙지/곱창/새우볶음) ￦10,000
각종 사리 ￦1,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20240417143908074_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240417143908074_thumbL,"1968년부터 운영 중인 이곳을 소개하는 것은 딱 한마디면 충분하다.
부산의 향토음식인 ‘조방낙지’가 시작된 곳. 더 이상 무슨 설명이 필요하겠는가.
"
107,김해식당,중구,35.09748,129.02994,김해식당,김해식당,,중구 자갈치로 51-2,,051-255-8242,,"09:30-21:00
(20:15 라스트오더)","생아구수육, 아구찜",https://www.visitbusan.net/uploadImgs/files/cntnts/20230525160402713_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230525160402713_thumbL,"TV프로그램에도 자주 소개되는 유명한 아귀요리전문점으로
1980년부터 생 아귀를 이용한 음식들을 만들고 있다.
푸짐하고 신선한 아귀와 아귀 특수부위를 함께 먹을 수 있으며 외국인들도 즐겨 찾는 식당이다.
"
109,물꽁식당,중구,35.104504,129.0244,물꽁식당,물꽁식당,,중구 흑교로59번길 3,,051-257-3230,,10:00-21:00,"아구찜, 아구수육",https://www.visitbusan.net/uploadImgs/files/cntnts/20240419094840707_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419094840707_thumbL,"60년째 3대를 이어 운영해온 전통 있는 아귀요리전문점으로 신선한 아귀를 사용해 아구찜, 수육, 탕을 만든다. 
자극적이지 않은 담백한 맛의 아구찜이 대표메뉴로 오래되었지만 청결한 가게가 인상적이다
"
112,부산명물횟집,중구,35.09714,129.0312,부산명물횟집,부산명물횟집,,중구 자갈치해안로 55 ,,051-245-4995,,10:30-15:00 / 16:00-22:00,"회백밥 1인분 ￦40,000
생선회 ￦110,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20240419101804650_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419101804650_thumbL,"1946년부터 운영해 온 무척 유명한 횟집으로 여러 유명인사들의 단골집이기도 하다.
광어회 한 접시에 고기뼈를 푹 고아서 만든 진하고 담백한 맑은 국과 여섯 가지 밑반찬이 나오는 회정식이 인기메뉴이다
"
154,동백섬횟집,해운대구,35.160427,129.15468,동백섬횟집,동백섬횟집,,"해운대구 해운대해변로209번나길 17
",,051-741-3888,,12:00-14:00 / 16:00-22:00,줄가자미(이시가리) (시가),https://www.visitbusan.net/uploadImgs/files/cntnts/20240419134206865_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419134206865_thumbL,"해운대 그랜드호텔 인근에 있는 자연산 활어회 전문 횟집으로,
생선회를 주문하면 문어숙회, 멍게, 전복, 가자미구이, 새우튀김 등의 다양한 밑반찬과 식사 후 매운탕 등의 요리가 함께 제공된다. 대부분의 생선은 시가에 따라서 가격이 변동된다.
"
177,대티물꽁,사하구,35.10239,129.00041,대티물꽁,대티물꽁,,사하구 낙동대로 135번안길15,,051-203-4425,,11:30-21:30,"아귀찜 ￦28,000-45,000
코다리찜 ￦28,000-45,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20240417163511863_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240417163511863_thumbL,"주택을 개조한 포근한 공간은 중·장년층의 향수를 자극할만한 소품들로 인테리어 되어 있다.
비교적 저렴한 가격으로 푸짐한 음식들을 만날 수 있어 이 지역의 주민들에게 오랜 시간 사랑받아온 아귀찜전문점이다.
"
208,국이네낙지볶음,수영구,35.168022,129.11382,국이네낙지볶음,국이네낙지볶음,,수영구 연수로 410 ,,051-754-7776,,"10:30-22:00
(21:10 라스트 오더)","낙곱새(낙지/곱창/새우볶음), 각종 사리 ",https://www.visitbusan.net/uploadImgs/files/cntnts/20240418103113463_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418103113463_thumbL,"푸짐한 재료와 자극적이지 않은 맛으로 인기 있는 낙지볶음전문점으로
부산의 쟁쟁한 낙지볶음전문점들 사이에서 신흥강자로 떠오른 곳이다.
반찬들은 모두 셀프리필이 가능하고, 직원들이 항상 친절한 것으로도 유명하다
"
214,광안리신라횟집,수영구,35.155254,129.12456,광안리신라횟집,광안리신라횟집,,수영구 민락수변로7번길 16 2층~4층,,051-753-2800,,"11:00-20:00
(15:00-16:30 브레이크 타임)
(21:30 라스트 오더)","모둠회(M), 코스(L)",https://www.visitbusan.net/uploadImgs/files/cntnts/20230523145317638_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230523145317638_thumbL,"다양한 종류의 물회가 준비되어 있는 물회전문 횟집으로
10가지 이상의 재료를 혼합·숙성시킨 소스와 황칠나무를 다린 물 등으로 만든 육수를 사용한다.
차갑게 얼린 맥반석을 접시로 사용해 회를 제공하는 것도 특징이다
"
218,초원복국,남구,35.137794,129.10591,초원복국,초원복국 대연본점,복국 안에 실하게 들어가 있는 복,남구 황령대로492번길 30 ,,051-628-3935,,09:00-15:00 / 17:00-21:00,"복국 ￦16,000
복수육 ￦40,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20240416153630841_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240416153630841_thumbL,"무척 유명한 복어요리 전문점인 이곳은 50년 경력의 일식요리사인 아버지와
부산 최초의 특수조리사 복어자격증 소지자인 아들이 2대째 경영하고 있는 곳으로,
언제나 많은 손님들로 북적이는 곳이다. 최상급의 복어요리를 만날 수 있는 곳이다
"
564,김유순대구뽈찜,남구,35.136368,129.09152,김유순대구뽈찜,김유순대구뽈찜,,남구 진남로15,,051-627-4319,,11:30-21:00,"대구뽈찜 ￦31,000 / 43,000 / 50,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20230525155402064_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230525155402064_thumbL,"충무식당이란 이름으로도 많이 기억하고 있는 대구뽈찜전문점으로
양파가 가득 들어간 빨간 양념이 특징이다. 콩나물과 빨간 양념이 수북하게 쌓여있는
독특한 모습의 대구뽈찜은 막걸리와도 잘 어울리고, 감자면 사리를 추가해서 먹으면 완벽하다.
"
